filepaths,labels,data set,feature_vector,x,y
train/Boxer/066.jpg,Boxer,train,"[ 0.9849523  -0.16530104  0.7714812  ... -0.10646968 -0.14106059
  0.02131924]",-43.814087,19.25348
train/Boxer/019.jpg,Boxer,train,"[ 1.0984029  -0.11442713  0.6592302  ... -0.10642885 -0.13398528
 -0.08809001]",-44.21724,18.726318
train/Boxer/046.jpg,Boxer,train,"[ 0.9186969  -0.16117837  0.74756455 ... -0.15245661 -0.10974594
  0.02225625]",-43.72758,18.720404
train/Boxer/037.jpg,Boxer,train,"[ 1.0234866  -0.12607968  0.6181005  ... -0.1178505  -0.13270736
 -0.07416163]",-44.176308,18.724506
train/Boxer/056.jpg,Boxer,train,"[ 0.6310542   0.04602151  0.29130656 ... -0.05412969 -0.06409065
  0.4667597 ]",-42.6581,18.348541
train/Boxer/086.jpg,Boxer,train,"[ 0.32591686 -0.17747423  0.30598345 ... -0.12304211 -0.03092033
  0.24306956]",-42.333633,19.985882
test/Boxer/09.jpg,Boxer,test,"[ 1.567726   -0.13493747  0.74933773 ... -0.10119076 -0.1329887
 -0.10132927]",-44.93159,18.980888
train/Boxer/020.jpg,Boxer,train,"[ 1.2756896  -0.13767233  1.0265883  ... -0.15718694 -0.15225525
 -0.08155546]",-44.130196,19.15787
valid/Boxer/04.jpg,Boxer,valid,"[ 0.9220402  -0.12439547  0.41402102 ... -0.14311758 -0.15392534
  0.01502559]",-43.004715,18.96074
train/Boxer/087.jpg,Boxer,train,"[ 0.41295746 -0.15528503  0.21752712 ... -0.12951256 -0.15154633
  0.12963466]",-42.204937,20.193378
train/Boxer/094.jpg,Boxer,train,"[ 0.6416302  -0.14749485  0.71513826 ... -0.15919788 -0.13588019
  0.12123315]",-43.281445,19.52455
train/Boxer/120.jpg,Boxer,train,"[ 0.5382305  -0.03748514  0.536644   ... -0.10382877 -0.03329531
  0.00814571]",-43.44822,18.159388
train/Boxer/013.jpg,Boxer,train,"[ 1.3772607  -0.13595545  0.38756573 ... -0.05366899 -0.16051084
 -0.1037144 ]",-44.767086,18.992847
train/Boxer/010.jpg,Boxer,train,"[ 1.3069227  -0.07304567  0.51561064 ... -0.12273375 -0.10393609
 -0.05077279]",-44.175972,18.936602
train/Boxer/115.jpg,Boxer,train,"[ 0.79143137 -0.09068059  0.28234076 ... -0.12989561 -0.16980547
  0.06557049]",-42.767506,19.000225
train/Boxer/030.jpg,Boxer,train,"[ 0.4324749   0.04681373  0.18098989 ...  0.14019978 -0.17516796
 -0.05645132]",-43.77092,17.544874
train/Boxer/043.jpg,Boxer,train,"[ 0.24945544  0.284704    0.30037972 ...  0.04407431 -0.11403821
  0.25763187]",-40.949768,18.48013
test/Boxer/02.jpg,Boxer,test,"[ 0.22429849 -0.15585026  0.28531176 ... -0.14931463 -0.07668801
  0.26528454]",-41.87127,19.876137
train/Boxer/068.jpg,Boxer,train,"[ 0.9140309  -0.16539982  0.52107775 ... -0.11002082 -0.17154247
  0.16429633]",-43.559174,18.971643
test/Boxer/03.jpg,Boxer,test,"[ 1.2241638  -0.14935443  0.70694554 ... -0.12227352 -0.15802705
 -0.07948931]",-44.749294,18.925423
train/Boxer/031.jpg,Boxer,train,"[ 0.8135996  -0.12364744  0.8588073  ... -0.15475684 -0.06824306
  0.02659979]",-44.17956,18.539984
train/Boxer/097.jpg,Boxer,train,"[ 0.8866416  -0.13365333  0.4052811  ... -0.05950863 -0.08982373
  0.14049149]",-43.07382,18.534643
train/Boxer/032.jpg,Boxer,train,"[ 0.63000566 -0.0567387   0.28389388 ... -0.1408735  -0.07658574
  0.02441483]",-43.443817,17.802423
train/Bull Mastiff/126.jpg,Bull Mastiff,train,"[ 0.09301451  0.38976207  0.09011813 ... -0.03445289 -0.05900412
 -0.05414955]",-39.548042,14.960411
train/Bull Mastiff/052.jpg,Bull Mastiff,train,"[-0.15110423  0.37482342 -0.06911136 ... -0.12905939  0.057886
  0.15090403]",-39.11771,14.151982
valid/Bull Mastiff/02.jpg,Bull Mastiff,valid,"[ 0.01861978  0.46153557  0.16340731 ... -0.00836944  0.00980855
  0.12335236]",-38.981556,15.474639
train/Bull Mastiff/020.jpg,Bull Mastiff,train,"[-0.10384149  0.38084397  0.07165881 ... -0.132295    0.17551014
  0.15244368]",-40.26882,14.015911
train/Bull Mastiff/105.jpg,Bull Mastiff,train,"[-0.01604879  0.584218   -0.00110492 ... -0.11495706  0.02518572
 -0.08222464]",-39.510704,14.251912
train/Bull Mastiff/013.jpg,Bull Mastiff,train,"[ 0.04219448  0.04442706 -0.02107122 ...  0.2303055  -0.08216613
 -0.05226337]",-39.97967,16.360334
train/Bull Mastiff/077.jpg,Bull Mastiff,train,"[-0.00817563  0.41172     0.33179083 ... -0.0094647  -0.05069582
  0.170516  ]",-40.287388,14.877585
train/Bull Mastiff/032.jpg,Bull Mastiff,train,"[-0.07042509  0.59276044  0.2984686  ...  0.02209017  0.32076913
  0.03506776]",-39.72528,14.615889
train/Bull Mastiff/082.jpg,Bull Mastiff,train,[0.03031093 0.06769838 0.27016973 ... 0.04248772 0.00369943 0.07532994],-39.83786,15.164554
train/Bull Mastiff/010.jpg,Bull Mastiff,train,"[-0.09321145  0.97712296 -0.04758694 ... -0.03871731 -0.01263035
 -0.04472478]",-38.16143,14.384833
train/Bull Mastiff/027.jpg,Bull Mastiff,train,"[-0.10772893  0.1372442   0.29222098 ... -0.11036476 -0.00487655
  0.22535561]",-40.267746,14.677166
train/Bull Mastiff/097.jpg,Bull Mastiff,train,"[-0.1692119   0.56597453 -0.0429872  ...  0.03047878  0.69463515
  0.26229045]",-39.33394,13.569175
valid/Bull Mastiff/07.jpg,Bull Mastiff,valid,"[-0.04063869  0.66198283 -0.10044895 ...  0.12141163 -0.14103775
 -0.0190564 ]",-38.50207,15.5001745
train/Bull Mastiff/068.jpg,Bull Mastiff,train,"[ 0.18282856  0.3632762   0.21520033 ...  0.17546217 -0.11723143
  0.02918035]",-39.07965,16.490221
test/Bull Mastiff/08.jpg,Bull Mastiff,test,"[-0.01929543  0.12137352  0.14361006 ... -0.11892673  0.10680772
  0.18019071]",-38.731712,15.033848
train/Bull Mastiff/067.jpg,Bull Mastiff,train,"[ 0.11203965  0.00729211  0.08479781 ...  0.03294525 -0.1262673
 -0.06388114]",-39.795696,16.059158
train/Bull Mastiff/019.jpg,Bull Mastiff,train,"[-0.08590197  0.53229076  0.07654189 ... -0.00276552 -0.05958121
  0.08569642]",-38.31193,14.840661
train/Bull Mastiff/070.jpg,Bull Mastiff,train,"[-1.14730060e-01  5.99251091e-01 -4.09800210e-04 ... -1.18160084e-01
  1.67821661e-01  2.28501763e-02]",-39.813015,13.966043
train/Bull Mastiff/125.jpg,Bull Mastiff,train,"[-0.06532439  0.34651384  0.04422708 ... -0.1352079   0.40025765
  0.21953894]",-40.537594,13.944001
train/Bull Mastiff/031.jpg,Bull Mastiff,train,"[ 0.13834149  0.38981256  0.29765952 ... -0.03330199 -0.00666332
 -0.06560224]",-39.238895,15.584214
train/Bull Mastiff/030.jpg,Bull Mastiff,train,"[ 0.00414036  0.28871134  0.06145549 ... -0.1304687   0.120834
  0.05722853]",-39.391296,14.888972
train/Bull Mastiff/106.jpg,Bull Mastiff,train,"[-0.1493572   0.11286598  0.08572082 ... -0.16146994  0.17120226
  0.05725275]",-39.382355,14.245194
train/Bull Mastiff/037.jpg,Bull Mastiff,train,"[ 0.20475498  0.32617652  0.22003466 ... -0.08406232  0.08461988
  0.04297317]",-39.29974,15.397176
train/Bull Mastiff/119.jpg,Bull Mastiff,train,"[-0.19036485 -0.07137518  0.16156837 ...  0.03890447 -0.05188685
  0.2930319 ]",-29.001148,14.490887
train/Bull Mastiff/056.jpg,Bull Mastiff,train,[0.15108022 0.06915844 0.11046213 ... 0.1198414  0.00995117 0.04826927],-38.67777,16.403051
train/Bull Mastiff/023.jpg,Bull Mastiff,train,"[ 0.02221121  0.7146868  -0.10717295 ...  0.15759273 -0.10563627
 -0.07746036]",-37.67257,15.390839
train/Bull Mastiff/065.jpg,Bull Mastiff,train,"[ 0.04705691  0.18705557  0.19557212 ... -0.18287492 -0.00406772
  0.24431469]",-40.28824,14.320971
test/Bull Mastiff/04.jpg,Bull Mastiff,test,"[ 0.04842161  0.22547686  0.31879964 ... -0.00092409 -0.07860742
  0.09390322]",-40.40754,15.28866
train/Bull Terrier/045.jpg,Bull Terrier,train,"[-0.16846007 -0.17139028 -0.04071833 ...  0.03755768 -0.00489118
  0.01389681]",-21.799349,14.634048
train/Bull Terrier/048.jpg,Bull Terrier,train,"[-0.14301893 -0.11508128 -0.08550157 ...  0.20530967  0.1731798
  0.04748891]",-23.053274,18.134792
train/Bull Terrier/005.jpg,Bull Terrier,train,"[-0.12897833 -0.19844934 -0.21364804 ... -0.06107716 -0.06813351
 -0.11079244]",-22.430328,18.366596
train/Bull Terrier/056.jpg,Bull Terrier,train,"[-0.11321277 -0.01335496 -0.08574244 ...  0.04850704  0.00883578
  0.18511337]",-23.249472,18.495462
train/Bull Terrier/027.jpg,Bull Terrier,train,"[-0.08742332 -0.09025819 -0.17943004 ...  0.29916397 -0.06465726
 -0.09419925]",-22.925175,18.34697
train/Bull Terrier/065.jpg,Bull Terrier,train,"[-0.10840495 -0.16562149 -0.15816511 ... -0.02401779 -0.15029177
 -0.05542444]",-23.00361,18.65314
train/Bull Terrier/074.jpg,Bull Terrier,train,"[-0.10037493 -0.15869164  0.01618856 ...  0.11384266  0.10122534
 -0.07811104]",-22.968893,16.966984
train/Bull Terrier/011.jpg,Bull Terrier,train,"[-0.12881292 -0.07116949  0.06336409 ...  0.16765527  0.09053112
 -0.06762289]",-21.983786,14.357861
train/Bull Terrier/041.jpg,Bull Terrier,train,"[-0.13343094 -0.04427379 -0.16195506 ...  0.02649432  0.37130198
  0.05220702]",-23.261011,18.63477
test/Bull Terrier/08.jpg,Bull Terrier,test,"[-0.14626381 -0.07831474 -0.14352326 ... -0.10999589  0.10701099
  0.03908253]",-22.63886,15.109414
train/Bull Terrier/019.jpg,Bull Terrier,train,"[-0.09679873 -0.05563593  0.01940333 ...  0.1330147   0.12869787
 -0.00923131]",-21.916162,14.398929
train/Bull Terrier/063.jpg,Bull Terrier,train,"[-0.1555427  -0.05338378 -0.14961016 ...  0.16660511  0.12413085
  0.20295067]",-22.905767,18.159115
train/Bull Terrier/012.jpg,Bull Terrier,train,"[-0.1257495  -0.04861764 -0.19506942 ...  0.28448012  0.114462
  0.177997  ]",-23.031778,17.73471
train/Bull Terrier/037.jpg,Bull Terrier,train,"[-0.13964152 -0.15899761 -0.195766   ... -0.12959449  0.22027893
 -0.01306973]",-23.104795,17.452435
train/Bull Terrier/091.jpg,Bull Terrier,train,"[-0.15142968 -0.17318255 -0.2002805  ... -0.10273401  0.02451901
 -0.08921044]",-23.347141,17.267258
valid/Bull Terrier/08.jpg,Bull Terrier,valid,"[-0.14895149 -0.15940624 -0.19125032 ... -0.02931731  0.00690606
  0.03764386]",-23.209358,17.070435
test/Bull Terrier/10.jpg,Bull Terrier,test,"[-0.15482448 -0.15500465 -0.08062027 ...  0.16597655  0.04725188
 -0.10772771]",-21.556126,14.400711
train/Bull Terrier/001.jpg,Bull Terrier,train,"[-0.17439766 -0.14866038 -0.0504905  ...  0.1742733   0.0233267
  0.17762865]",-22.721882,14.4787245
train/Bull Terrier/090.jpg,Bull Terrier,train,"[-0.17529331 -0.12789977 -0.16095708 ... -0.10141838  0.18162976
  0.03367099]",-25.309404,16.8869
test/Bull Terrier/04.jpg,Bull Terrier,test,"[-0.08873665 -0.1161657  -0.10411095 ... -0.1714184   0.10508118
  0.2235129 ]",-22.507164,14.8431425
train/Bull Terrier/066.jpg,Bull Terrier,train,"[-0.1380819  -0.170387    0.02142556 ... -0.07599336  0.16020484
  0.10066892]",-22.785234,15.704154
train/Bull Terrier/046.jpg,Bull Terrier,train,"[-0.02592131 -0.10603797 -0.02780794 ...  0.24538349  0.15632218
 -0.06227081]",-21.17475,14.456124
train/Bull Terrier/032.jpg,Bull Terrier,train,"[-0.08159019 -0.17820543 -0.12471113 ...  0.1015106  -0.00462688
 -0.14634845]",-22.848408,18.313568
train/Bull Terrier/071.jpg,Bull Terrier,train,"[-0.09731905 -0.03822351  0.00078642 ...  0.3388494  -0.11352348
  0.29265428]",-22.520555,14.107032
train/Bull Terrier/043.jpg,Bull Terrier,train,"[-0.16319397 -0.09183609 -0.06315337 ...  0.07310229 -0.02035621
 -0.02719868]",-21.401234,13.827875
train/Bull Terrier/013.jpg,Bull Terrier,train,"[-0.0902911  -0.11824399 -0.14853123 ...  0.2092376   0.03396308
 -0.05558912]",-22.733244,17.62167
train/Bull Terrier/016.jpg,Bull Terrier,train,"[-0.10543051 -0.1537987  -0.18533234 ...  0.06660879 -0.02166089
  0.11942138]",-22.886787,18.46717
valid/Bull Terrier/05.jpg,Bull Terrier,valid,"[-0.17410754 -0.07181663 -0.177682   ...  0.09250617  0.3665116
 -0.08039615]",-23.624767,16.9871
train/Bulldog/070.jpg,Bulldog,train,"[ 0.471653   -0.07224129  0.1856363  ...  0.03142413 -0.05269912
 -0.03848567]",-29.977602,28.452724
valid/Bulldog/06.jpg,Bulldog,valid,"[ 0.41053882 -0.12122971  0.0008096  ...  0.13887493  0.10826862
 -0.12215321]",-28.662786,31.46585
train/Bulldog/028.jpg,Bulldog,train,"[ 0.41333744  0.11678246  0.0374294  ... -0.15813984 -0.09748142
  0.03003143]",-39.143997,19.65995
train/Bulldog/020.jpg,Bulldog,train,"[ 0.19047932  0.02013803  0.13702059 ... -0.04821055 -0.19988061
 -0.13088003]",-37.68874,20.64573
train/Bulldog/043.jpg,Bulldog,train,"[ 0.13575923  0.29958507 -0.03949913 ... -0.16627052 -0.18762232
 -0.04726655]",-37.82868,20.190567
train/Bulldog/118.jpg,Bulldog,train,"[ 0.32478836 -0.15777104 -0.17672764 ...  0.12984556 -0.13833131
 -0.12758608]",-27.97753,30.989986
test/Bulldog/02.jpg,Bulldog,test,"[ 0.16677877  0.40420887  0.17829062 ... -0.08244817 -0.05616392
  0.1331469 ]",-39.164173,17.417517
train/Bulldog/109.jpg,Bulldog,train,"[ 0.29595616 -0.16735789 -0.160738   ...  0.28617704 -0.13616613
 -0.11086837]",-29.849981,30.309622
train/Bulldog/085.jpg,Bulldog,train,"[ 0.4293004  -0.09572189 -0.12179132 ...  0.03697849 -0.1785578
 -0.12680635]",-29.552097,30.383263
train/Bulldog/019.jpg,Bulldog,train,"[ 0.07666155  0.7358798  -0.02727342 ... -0.03743695 -0.15721893
 -0.03662511]",-38.31191,20.464672
train/Bulldog/013.jpg,Bulldog,train,"[ 0.2511247   0.27102157  0.07936285 ... -0.11851329 -0.12601683
 -0.02679211]",-39.10598,19.546862
train/Bulldog/056.jpg,Bulldog,train,"[ 0.19483998  0.10361306 -0.07645204 ... -0.03598162 -0.1579027
  0.04803734]",-31.058931,26.39925
test/Bulldog/04.jpg,Bulldog,test,"[ 0.16587725 -0.12464654 -0.1230128  ...  0.13423169 -0.10855373
 -0.17326799]",-29.451904,30.31124
train/Bulldog/079.jpg,Bulldog,train,"[ 0.34896788 -0.07026652 -0.16345778 ...  0.01865768 -0.17878933
 -0.13703874]",-27.820826,30.514277
train/Bulldog/074.jpg,Bulldog,train,"[ 0.26712012 -0.16210833 -0.13476536 ...  0.00611397 -0.12496454
 -0.02655962]",-27.677505,31.439898
train/Bulldog/037.jpg,Bulldog,train,"[ 0.05440715  0.14345329 -0.16095291 ...  0.22027741 -0.18132408
 -0.1004075 ]",-37.594696,20.743101
train/Bulldog/113.jpg,Bulldog,train,"[ 0.08806173 -0.1745796  -0.11868805 ... -0.00798784 -0.15042372
 -0.12442396]",-28.047646,30.308157
test/Bulldog/09.jpg,Bulldog,test,"[ 0.30031    -0.06699627 -0.15280968 ...  0.02315038 -0.1473599
 -0.1407116 ]",-28.328735,30.734566
train/Bulldog/101.jpg,Bulldog,train,"[ 0.3769219  -0.13093245 -0.09284677 ...  0.11587725 -0.15622012
 -0.13613543]",-29.53272,29.598194
train/Bulldog/102.jpg,Bulldog,train,"[ 0.46920627 -0.16023424 -0.18349954 ...  0.06242334 -0.1084145
  0.04082606]",-29.137648,31.06679
train/Bulldog/095.jpg,Bulldog,train,"[ 0.38244212 -0.06153798 -0.12161808 ...  0.08577646 -0.12184633
 -0.1513856 ]",-28.526112,30.78142
valid/Bulldog/02.jpg,Bulldog,valid,"[ 0.42041123  0.0658768   0.00890475 ... -0.15377115 -0.11381271
  0.01477518]",-39.166367,19.66125
train/Bulldog/012.jpg,Bulldog,train,"[ 0.05547523  0.61015505 -0.09948027 ...  0.09505312 -0.19654875
 -0.00429175]",-37.255173,20.686588
train/Bulldog/067.jpg,Bulldog,train,"[ 0.5330521  -0.1676726  -0.18579519 ...  0.07312381 -0.17401786
 -0.14886539]",-29.571585,30.369108
train/Bulldog/032.jpg,Bulldog,train,"[ 0.20247996  0.30060926  0.1967345  ... -0.08897448 -0.15570818
 -0.05370617]",-38.495853,20.12082
train/Bulldog/046.jpg,Bulldog,train,"[ 0.2891459  -0.17337874 -0.1358091  ...  0.01900178 -0.1690309
 -0.1184719 ]",-28.501642,30.78773
train/Bulldog/052.jpg,Bulldog,train,"[ 0.74985987 -0.09104043 -0.16019146 ...  0.14028192 -0.10643848
 -0.15157464]",-29.355785,31.580025
train/Bulldog/077.jpg,Bulldog,train,"[ 0.34634697 -0.1679871  -0.14163125 ... -0.06831395 -0.1492514
 -0.13123196]",-29.15043,30.806938
train/Cairn/056.jpg,Cairn,train,"[-0.02321123 -0.14287713 -0.03536886 ... -0.01990919 -0.0973435
 -0.12154486]",12.216775,26.009047
train/Cairn/041.jpg,Cairn,train,"[-0.13564207 -0.14353594 -0.09046689 ... -0.13254127 -0.18633859
  0.04396093]",11.512257,26.688343
train/Cairn/020.jpg,Cairn,train,"[-0.01054118 -0.20635635 -0.03492047 ... -0.06671093 -0.05226725
 -0.15637559]",13.771027,24.63839
train/Cairn/032.jpg,Cairn,train,"[-0.07087794 -0.14930025 -0.01328098 ... -0.1131549  -0.10178608
 -0.10262082]",11.924433,26.571182
test/Cairn/05.jpg,Cairn,test,"[ 0.06808953 -0.18786268 -0.02463379 ... -0.08123948 -0.14044221
 -0.12575272]",13.033705,24.801327
train/Cairn/057.jpg,Cairn,train,"[-0.09380765 -0.13686554 -0.02233608 ... -0.10134365 -0.14865357
  0.00058492]",12.902569,24.373228
train/Cairn/070.jpg,Cairn,train,"[-0.02677338 -0.17514525 -0.02938999 ... -0.09529362 -0.04715938
 -0.16041133]",13.3116865,24.494781
train/Cairn/106.jpg,Cairn,train,"[ 0.18051349 -0.17363371 -0.00847146 ... -0.00328313 -0.16020629
 -0.01497847]",12.996105,25.143316
train/Cairn/082.jpg,Cairn,train,"[-0.16432238  0.02018562 -0.1770358  ... -0.08689994 -0.1203813
  0.1575766 ]",16.660786,7.1182814
train/Cairn/027.jpg,Cairn,train,"[-0.03251909 -0.19959763 -0.11389145 ...  0.06456984 -0.12663393
  0.05269066]",12.7892,26.140614
train/Cairn/096.jpg,Cairn,train,"[ 0.01550643 -0.14051105 -0.0729119  ...  0.34218395 -0.20300162
 -0.03561208]",11.933944,25.8861
train/Cairn/028.jpg,Cairn,train,"[ 0.00238013 -0.16678895 -0.07177098 ... -0.02316025 -0.03680665
 -0.09906988]",12.96614,26.016275
train/Cairn/065.jpg,Cairn,train,"[-0.04092551 -0.16628943 -0.07306907 ...  0.25696295 -0.17770334
 -0.15373491]",12.256317,25.961119
train/Cairn/005.jpg,Cairn,train,"[ 0.10673391 -0.17921655 -0.02275131 ... -0.13770954 -0.14496255
 -0.06275838]",12.053069,26.653095
train/Cairn/098.jpg,Cairn,train,"[ 0.00358765 -0.10228615 -0.0487923  ...  0.15397695 -0.2004059
 -0.10461389]",12.299346,25.71824
train/Cairn/101.jpg,Cairn,train,"[ 0.04508499 -0.17605689 -0.02722714 ...  0.1678017  -0.16091126
 -0.10838568]",13.621837,25.51247
train/Cairn/037.jpg,Cairn,train,"[-0.00301157 -0.15027104 -0.05781664 ... -0.02188931 -0.1870354
 -0.06700867]",12.841393,26.18083
train/Cairn/081.jpg,Cairn,train,"[ 0.02984672 -0.13313004 -0.03043989 ... -0.04367727 -0.16085903
 -0.06664854]",12.955682,25.221783
train/Cairn/094.jpg,Cairn,train,"[-0.10080151 -0.14957221 -0.10708228 ... -0.09571288 -0.16905464
 -0.13270934]",10.631402,29.691263
train/Cairn/085.jpg,Cairn,train,"[-0.02421524 -0.12084041 -0.06465278 ...  0.01653964 -0.13983925
 -0.00777579]",12.526796,26.089472
train/Cairn/019.jpg,Cairn,train,"[ 0.01312253 -0.16263299 -0.09699879 ...  0.17809497 -0.12144418
 -0.12177992]",12.6689005,26.049778
train/Cairn/011.jpg,Cairn,train,"[-0.08783425 -0.04792553 -0.14348498 ... -0.05367484 -0.15421084
 -0.07379377]",11.154486,25.644531
valid/Cairn/02.jpg,Cairn,valid,"[ 0.03116859 -0.15675253 -0.05203892 ...  0.00236911 -0.18128286
 -0.09837202]",11.49227,25.524113
train/Cairn/012.jpg,Cairn,train,"[-0.0322607  -0.14037387 -0.06345329 ...  0.10237484 -0.08223313
 -0.0198411 ]",12.803791,26.078966
valid/Cairn/07.jpg,Cairn,valid,"[-0.00520515 -0.17244123 -0.05945985 ... -0.10087465 -0.15928784
 -0.02884404]",12.402586,25.151205
train/Cairn/046.jpg,Cairn,train,"[-0.04827681 -0.11503211 -0.02562704 ... -0.10237562 -0.12605383
 -0.07216524]",13.541059,24.55084
train/Cairn/071.jpg,Cairn,train,"[ 0.06104755 -0.16708103 -0.06997214 ...  0.20905204 -0.1740683
 -0.12867652]",13.734014,25.439701
train/Cairn/079.jpg,Cairn,train,"[ 0.03588987 -0.14994273 -0.01798229 ...  0.10464544 -0.1496245
 -0.13045946]",13.314233,25.446766
train/Chihuahua/056.jpg,Chihuahua,train,"[-0.1855083  -0.1732601  -0.12206329 ... -0.09126977 -0.16091318
 -0.00736625]",-4.9458447,27.722414
train/Chihuahua/041.jpg,Chihuahua,train,"[-0.08405011 -0.17669676 -0.12666637 ... -0.04135793 -0.19697945
  0.02085404]",-6.380696,29.326551
train/Chihuahua/020.jpg,Chihuahua,train,"[-0.1530288  -0.15487064 -0.14634165 ...  0.46305665 -0.01405622
 -0.11975322]",-6.5899878,31.39724
train/Chihuahua/032.jpg,Chihuahua,train,"[-0.16374214 -0.13676125 -0.17418069 ... -0.04656515 -0.18644105
 -0.00868141]",-5.6234026,30.082237
train/Chihuahua/099.jpg,Chihuahua,train,"[-0.14593567 -0.16509233  0.02683023 ...  0.0973034  -0.11481047
  0.44476897]",-5.4288306,30.987232
train/Chihuahua/057.jpg,Chihuahua,train,"[-0.18655483 -0.12536001 -0.01531566 ...  0.22700751 -0.13625646
  0.03051392]",-6.7289486,30.821611
train/Chihuahua/070.jpg,Chihuahua,train,"[-0.13906184 -0.10955434 -0.02925617 ...  0.01183054 -0.16788882
  0.09597959]",-5.5365796,28.89662
train/Chihuahua/105.jpg,Chihuahua,train,"[-0.10980832 -0.07253159 -0.13764991 ...  0.18038473 -0.16858256
  0.03856361]",-5.5013123,29.10312
train/Chihuahua/082.jpg,Chihuahua,train,"[-0.08028971 -0.10188463 -0.16459242 ...  0.43902633 -0.13871072
  0.0520514 ]",-5.4880223,29.048252
train/Chihuahua/027.jpg,Chihuahua,train,"[-0.11945847 -0.12595041 -0.14677857 ...  0.03102342 -0.15816277
  0.1378246 ]",-5.39046,29.317738
train/Chihuahua/095.jpg,Chihuahua,train,"[-0.09870492 -0.19345659 -0.13035038 ... -0.1088475  -0.17696798
 -0.15008692]",-4.522529,26.173025
train/Chihuahua/028.jpg,Chihuahua,train,"[-0.16040395 -0.14357689 -0.11689688 ...  0.2629844  -0.15876384
  0.09270556]",-4.17612,28.836977
train/Chihuahua/065.jpg,Chihuahua,train,"[-0.04551247 -0.17384104 -0.0421663  ...  0.00675233 -0.17151776
 -0.08326571]",-4.603319,26.603987
train/Chihuahua/005.jpg,Chihuahua,train,"[-0.11273535 -0.18241459 -0.0855864  ... -0.05026511 -0.1610118
 -0.11617818]",-4.6057634,26.426962
train/Chihuahua/097.jpg,Chihuahua,train,"[-0.1925596  -0.10092413  0.092958   ...  0.4058363  -0.17894036
  0.26766545]",-5.9863453,29.572561
test/Chihuahua/06.jpg,Chihuahua,test,"[-0.08367653 -0.14488019 -0.17899747 ...  0.25536543 -0.17916411
  0.44625175]",-5.46059,30.21396
train/Chihuahua/037.jpg,Chihuahua,train,"[-0.10391239 -0.1118499  -0.09212999 ...  0.11594    -0.16381994
 -0.024121  ]",-5.2888193,28.92288
train/Chihuahua/081.jpg,Chihuahua,train,"[-0.11222753 -0.10392349 -0.1006711  ...  0.13792425 -0.16190396
  0.0188402 ]",-5.2539854,28.92869
valid/Chihuahua/08.jpg,Chihuahua,valid,"[-0.16784717 -0.17349711 -0.01430421 ... -0.02236175 -0.1662108
  0.00116745]",-4.0824356,28.900307
train/Chihuahua/085.jpg,Chihuahua,train,"[-0.11459388 -0.13806777 -0.10172531 ...  0.26759452 -0.19839275
 -0.02411447]",-5.1429515,28.035578
train/Chihuahua/019.jpg,Chihuahua,train,"[-0.08565956 -0.12530997 -0.16311039 ...  0.30780315 -0.13264339
  0.2929167 ]",-5.4143205,29.873587
train/Chihuahua/011.jpg,Chihuahua,train,"[-0.10916474 -0.17774788 -0.22001669 ...  0.06111788 -0.09204354
  0.26192966]",-6.0318956,30.504677
valid/Chihuahua/01.jpg,Chihuahua,valid,"[-0.15278532 -0.14220381 -0.1724074  ... -0.04972282 -0.20194845
  0.06963523]",-5.462086,30.01758
train/Chihuahua/012.jpg,Chihuahua,train,"[-0.11377107 -0.17665127 -0.17852604 ...  0.03950857 -0.1837265
  0.37252668]",-4.984331,30.006979
train/Chihuahua/106.jpg,Chihuahua,train,"[-0.11668296 -0.13954808 -0.1934727  ...  0.18525267 -0.18735985
 -0.08857822]",-6.8130403,30.156414
train/Chihuahua/046.jpg,Chihuahua,train,"[-0.09697375 -0.08207086 -0.17098142 ...  0.20523225 -0.19307138
  0.01518903]",-5.035296,29.524435
train/Chihuahua/071.jpg,Chihuahua,train,"[-0.10367645 -0.11809982 -0.10321303 ...  0.21925907 -0.1684142
  0.12408948]",-5.528653,29.167625
train/Chihuahua/079.jpg,Chihuahua,train,"[ 0.02267438 -0.06716137 -0.10793972 ...  0.02760541 -0.17328428
  0.15492947]",-5.7428074,28.498638
train/Chinese Crested/090.jpg,Chinese Crested,train,"[-0.19238512 -0.09295259  0.52149874 ...  0.2042939   0.01578656
  0.4483209 ]",-1.8855206,41.870438
train/Chinese Crested/106.jpg,Chinese Crested,train,"[ 0.00263064 -0.08202963 -0.05914964 ...  0.2694771  -0.13239887
  0.21649438]",41.8408,17.770668
train/Chinese Crested/013.jpg,Chinese Crested,train,"[-0.13552369 -0.11659887 -0.03573434 ... -0.04049952 -0.0205976
  0.63652086]",-3.6106825,39.463703
train/Chinese Crested/027.jpg,Chinese Crested,train,"[-0.10714898 -0.0271057  -0.10847548 ...  0.1512203  -0.021023
  0.4994131 ]",-1.3961184,40.688
train/Chinese Crested/065.jpg,Chinese Crested,train,"[-0.15165563 -0.14710249  0.06522314 ...  0.14232405  0.08992451
  0.8839456 ]",-5.0467796,41.768223
train/Chinese Crested/068.jpg,Chinese Crested,train,"[ 0.07979306 -0.1050906   0.1039456  ...  0.18221419  0.00335784
  0.7366557 ]",-2.7276778,40.490395
train/Chinese Crested/066.jpg,Chinese Crested,train,"[ 0.11315928 -0.04004417  0.00361824 ... -0.08200693 -0.16235842
 -0.08930157]",8.126287,33.724064
